bn:00000013n;Million;million_209.35;number_146.31;mathematics_61.3;long scale_53.31;real number_50.43;numeral_50.35;short scale_50.12;digit_42.17;bally_41.77;millionaire_41.31;penguin_41.11;markov_40.61;complex number_38.37;infinity_36.79
bn:00003890n;Ascendant;ascendant_494.77;astrologer_352.21;astrology_336.55;planet_267.72;sign_266.07;house_221.47;zodiac_204.36;midheaven_197.55;ancestor_185.09;horoscope_176.77;surname_142.46;astrological_138.16;ecliptic_135.47;pisces_128.57
bn:00003893n;Heredity;gene_1215.44;dna_1089.12;organism_853.33;trait_590.5;genetic_561.43;chromosome_516.25;allele_412.1;mutation_329.65;heritability_329.62;natural selection_313.31;heredity_288.87;cell_285.96;evolution_270.58;phenotype_247.87
bn:00003895n;Anchor;anchor_1301.78;boat_354.53;vessel_349.7;ship_182.36;mooring_181.67;sail_180.32;hull_147.16;rope_116.41;catenary_84.94;dinghy_84.32;fluke_79.79;chain_76.59;use_76.31;wind_73.99
bn:00003908n;Anchovy;fish_2405.61;anchovy_778.3;water_192.03;predator_186.14;specie_173.31;anchovies_169.95;fishery_168.96;fishing_167.36;herring_164.18;shoal_159.63;forage_155.26;garum_138.07;sauce_127.12;bait_118.81
bn:00003955n;Andiron;bracelet_264.04;dacian_124.69;kebab_124.32;fireplace_99.74;andiron_61.83;bronze_52.22;dog_46.81;levett_46.75;century_43.68;yule log_39.91;palmette_39.09;firedog_38.21;bracelets_35.92;multi-spiral_34.88
bn:00003998n;Androgen;testosterone_2037.68;androgen_1857.71;steroid_530.85;estrogen_528.42;male_498.89;hormone_440.27;level_383.46;puberty_370.53;dht_316.13;androgenic_308.76;hair_293.6;female_284.74;anabolic steroid_265.68;aggression_262.61
bn:00004001n;Intersex;intersex_2147.03;sex_1449.95;gender_1350.59;male_1226.58;female_997.17;gender identity_519.02;transsexual_454.44;transgender_330.56;sexual_313.55;surgery_269.57;chromosome_268.19;hermaphrodite_266.09;genitalia_244.54;woman_187.93
bn:00004002n;Androgyny;gender_1128.71;sex_578.73;sexual_509.66;woman_372.94;androgyny_358.33;male_346.45;intersex_260.62;orientation_247.75;female_246.06;gender role_245.03;feminine_244.61;transgender_240.72;masculine_234.8;bisexual_211.48
bn:00004003n;Humanoid;robot_2979.26;android_856.94;human_510.77;humanoid_302.29;robotic_281.45;asimov_167.44;asimo_165.49;science fiction_134.79;automata_118.59;laws_113.4;torch_104.15;bender_93.29;automaton_92.42;robotics_81.0
bn:00004031n;Anemometer;wind_1486.28;anemometer_555.81;storm_541.43;hurricane_446.28;cyclone_315.21;tornado_259.89;speed_253.43;damage_228.14;measure_203.71;wind turbine_203.62;kite_201.93;tropical_193.77;gust_152.55;flow_149.54
bn:00004033n;Anemone;flower_726.23;anemone_657.66;garden_254.32;plant_206.97;tulip_148.11;specie_121.41;bulb_100.78;pollen_88.63;galanthus_86.68;ocellaris_86.57;snowdrop_82.05;tulipa_80.42;rose_75.78;château_60.05
bn:00004049n;Anencephaly;abortion_342.54;neural tube_275.95;anencephaly_231.84;spina bifida_229.29;fetus_210.81;deficiency_169.64;folate_129.43;brain_126.26;neural_120.38;defect_117.78;vitamin_103.87;fetal_96.04;anencephalic_88.16;pregnancy_86.23
bn:00004053n;Anesthesiology;pain_450.97;anesthesiology_367.64;medicine_334.26;mmed_272.65;medical_235.14;hospital_219.32;patient_207.29;physician_179.94;surgery_153.59;anesthesiologist_114.47;anesthesia_114.17;care_106.34;clinical_82.34;surgical_72.76
bn:00004057n;Dill;dish_690.21;potato_556.79;meat_434.72;cuisine_400.8;soup_397.0;dill_389.41;tomato_338.92;vegetable_286.32;yogurt_282.73;herb_262.15;bread_258.83;onion_247.11;cucumber_225.38;rice_220.66
bn:00004059n;Thiamine;thiamine_1335.64;vitamin_799.0;deficiency_520.27;enzyme_333.81;food_223.56;nutrition_210.42;neuropathy_199.63;beriberi_195.11;nutritional_173.82;diet_168.53;niacin_166.69;disease_164.55;symptom_147.76;protein_134.65
bn:00004060n;Aneurysm;aneurysm_1105.05;artery_424.12;dissection_311.27;risk_294.78;stroke_293.09;aortic_277.07;patient_261.71;rupture_259.19;headache_251.38;aorta_244.1;brain_240.77;blood_234.29;blood vessel_212.14;symptom_211.49
bn:00004063n;Angel;angel_2660.31;god_1010.99;archangel_478.71;gabriel_262.96;uriel_256.3;angels_237.42;jesus_193.92;heaven_185.86;michael_172.84;prophet_170.86;cherubim_158.3;messenger_149.29;guardian angel_145.64;christian_136.88
bn:00004086n;Anger;emotion_1642.76;anger_1057.48;emotional_471.34;behavior_438.94;aggression_373.22;abuse_342.75;bpd_297.93;negative_277.49;person_270.53;disgust_242.34;god_204.07;experience_203.14;facial expression_199.38;individual_199.09
bn:00004095n;Angiogenesis;cell_1816.6;tumor_1157.19;angiogenesis_945.29;cancer_928.71;endothelial_541.68;vegf_453.29;blood vessel_345.43;protein_334.94;tissue_319.49;growth factor_315.19;metastasis_310.06;receptor_271.76;cancer cell_261.98;signal_255.6
bn:00004098n;Angiography;x-ray_479.14;patient_452.83;angiography_434.76;artery_397.56;imaging_293.66;mri_289.3;catheter_267.44;image_231.57;blood vessel_230.73;blood_224.09;ct_223.73;stenosis_211.66;stroke_210.62;aneurysm_186.91
bn:00004104n;Angioplasty;patient_636.23;angioplasty_624.08;artery_520.08;stent_430.74;catheter_354.87;coronary_338.38;stents_322.57;balloon_321.68;surgery_312.13;procedure_298.13;stroke_290.08;stenosis_262.71;coronary artery_227.49;restenosis_225.03
bn:00004106n;Angiosarcoma;nos_750.59;carcinoma_530.74;tumor_497.24;malignant_364.5;cell_306.98;adenocarcinoma_195.57;sarcoma_187.34;lymphoma_169.77;adenoma_157.78;papillary_144.71;pvc_143.03;syndrome_119.31;cancer_110.44;nevus_106.32
bn:00004113n;Angiotensin;angiotensin_277.82;ace inhibitor_275.92;angiotensin ii_220.5;ostrich_187.0;blood pressure_172.08;renin_168.87;increase_161.38;heart failure_154.91;receptor_143.12;sodium_127.96;aldosterone_116.85;peptide_116.36;vasopressin_107.88;hypertension_102.39
bn:00004117n;Angle;angle_3032.76;triangle_1137.2;circle_556.29;side_523.45;radian_512.62;rotation_378.23;equal_368.43;sine_360.78;plane_337.83;cosine_337.32;length_332.49;point_307.99;quadrilateral_285.89;trigonometric function_267.8
bn:00004136n;Earthworm;soil_1349.37;earthworm_1165.34;worm_927.66;nutrient_208.5;organic_167.47;annelid_156.47;polychaete_153.82;plant_138.65;segment_133.44;burrow_126.27;specie_106.01;jim_94.96;water_86.75;nitrogen_80.75
bn:00004146n;Angling;fish_2021.73;fishing_1610.04;angler_836.49;bait_513.46;catch_469.71;fly_460.66;angling_431.64;rod_431.32;troll_404.78;lure_334.29;salmon_302.42;fisherman_276.5;trout_266.09;hook_257.45
bn:00004150n;Anglo-Indian;india_1187.61;indian_863.37;anglo-indian_599.69;british_512.58;madras_267.61;patel_242.24;indians_188.87;gandhi_184.98;chopra_177.5;chennai_162.51;caste_158.0;kolkata_156.81;muslim_152.17;hindu_143.86
bn:00004156n;Anglophile;takei_123.05;anglophile_105.34;english_62.56;anti-english_61.57;anglophobia_46.77;british_43.81;england_40.02;anglophilia_31.71;biedma_27.65;henry_26.95;franco_25.23;lichtenberg_24.53;cursetjee_24.23;bedford_24.04
bn:00004175n;Angst;heidegger_461.29;kierkegaard_425.33;anxiety_226.61;existentialist_155.96;existentialism_146.18;angst_138.87;philosophy_87.6;sartre_87.42;anxiety disorder_77.0;god_72.76;meaning_70.42;life_70.18;dasein_65.66;existential_61.92
bn:00004222n;Animal;animal_2323.21;organism_271.55;zoo_216.42;phylum_212.38;thoroughbred_163.35;cambrian_141.5;fossil_133.3;chordate_129.01;pet_123.54;dog_122.17;breed_117.11;herbivore_114.29;horse_112.26;plant_109.47
bn:00004246n;Glycogen;glucose_2385.31;glycogen_1686.29;insulin_1327.16;liver_835.62;carbohydrate_587.01;enzyme_492.69;cell_384.97;diet_382.64;starch_381.27;hypoglycemia_379.81;diabetes_367.34;glucagon_308.02;glucokinase_307.02;blood glucose_295.03
bn:00004263n;Animation;animation_3049.66;animated_607.36;animator_499.97;film_478.92;motion_198.39;studio_188.63;animate_155.97;character_151.37;disney_138.91;frame_136.3;technique_131.44;cartoon_118.83;short_105.58;clay_102.82
bn:00004266n;Energizer;battery_418.02;energizer_268.79;flashlight_183.74;eveready_180.74;playtex_159.21;duracell_84.06;epi_83.9;brand_72.99;product_71.87;light_69.36;alkaline_58.45;bunny_56.18;rechargeable_55.92;razor_55.07
bn:00004267n;Animator;animation_1710.89;animator_1174.9;character_304.31;director_280.61;key_222.71;animated_134.71;designer_131.51;film_124.33;work_102.19;disney_95.9;animate_91.34;littlejohn_86.97;design_71.74;studio_71.62
bn:00004268n;Animatronics;robot_477.96;animatronics_325.34;animatronic_278.64;disney_158.36;robotic_127.66;philpott_120.25;ride_106.53;animation_103.34;dinosaur_97.67;attraction_96.84;film_80.63;mecha_78.86;automata_73.25;figure_72.24
bn:00004271n;Animism;religion_660.61;eliade_634.91;spirit_508.32;shaman_477.17;animism_349.56;soul_344.27;belief_298.76;shamanism_263.19;god_245.07;totemism_225.06;deity_181.05;animal_172.51;totem_164.83;ritual_156.28
bn:00004277n;Anise;flavor_404.67;anise_361.24;rum_230.6;essential oil_168.25;liqueur_149.06;fennel_140.89;anethole_140.77;cabernet sauvignon_122.54;liquorice_117.64;herb_116.13;use_115.67;ouzo_110.96;drink_98.68;wine_96.74
bn:00004282n;Anisette;liqueur_213.91;anisette_96.84;anise_92.21;pastis_83.51;arak_67.49;flavor_62.25;herb_59.53;cordial_43.51;drink_41.87;anís_36.5;galliano_35.19;spice_34.0;absinthe_33.49;vanilla_30.56
bn:00004290n;Anisotropy;anisotropy_843.76;material_558.57;polarization_511.38;anisotropic_426.3;direction_364.75;diffusion_339.19;wave_304.76;isotropic_274.88;polarize_179.98;light_167.25;refractive index_165.77;liquid crystal_161.57;temperature_160.48;property_153.72
bn:00004293n;Ankle;ankle_693.32;foot_297.31;ligament_293.13;bone_292.18;tibia_247.54;muscle_235.88;sprain_231.4;medial_226.73;lateral_222.97;ankle joint_221.02;joint_210.01;tendon_205.61;knee_177.17;injury_176.6
bn:00004295n;Anklet;anklet_203.39;bangle_172.91;wear_92.16;bracelet_73.04;sandal_64.78;kannagi_45.78;ear_43.76;toe_43.01;kovalan_41.8;tag_35.54;gold_30.84;jewellery_28.34;ring_27.71;ornament_26.09
bn:00004332n;Annexation;israel_979.31;israeli_655.08;jerusalem_623.76;west bank_571.83;annexation_558.73;palestinian_499.94;territory_382.51;palestine_369.5;apartheid_320.61;arab_295.19;annex_235.14;settlement_226.73;state_224.38;golan heights_220.64
bn:00004339n;Anniversary;anniversary_140.53;throwback_124.47;uniform_85.36;wear_68.23;celebrate_51.06;jersey_50.68;event_41.93;sesqui_38.85;party_33.51;celebration_32.03;ufpj_30.74;day_28.7;gift_26.16;wedding anniversary_24.89
bn:00004349n;Annotation;annotation_527.49;text_160.09;code_154.01;java_129.9;pdf\/a_116.87;comment_108.15;gene_104.93;corpus_95.71;scala_94.46;document_90.7;annotate_90.21;bnc_83.06;type_82.89;pseudogenes_82.49
bn:00004352n;Proclamation;proclamation_343.59;monarch_281.39;queen_212.22;sovereign_199.97;governor general_190.51;act_175.13;governor-general_159.48;parliament_151.75;constitution_149.3;slaughter_147.3;cow_123.72;crown_118.64;royal_109.29;emergency_103.78
bn:00004359n;Annoyance;stress_79.65;annoyance_64.45;noise_62.71;stressful_17.36;emotion_16.85;pet peeve_16.41;annoy_16.38;stressors_16.33;db_15.82;noise level_15.81;stimulus_14.31;stressor_14.12;exposure_13.36;level_13.19
bn:00004377n;Annulment;marriage_2066.53;divorce_1319.33;spouse_427.44;annulment_359.86;henry_341.95;marry_233.29;law_231.52;cousin_216.46;anne_207.62;catherine_190.24;wolsey_189.02;same-sex marriage_182.93;couple_177.78;husband_165.65
bn:00004379n;Year;calendar_737.24;day_596.26;year_494.89;month_457.31;earth_365.88;sun_280.66;leap year_273.88;gregorian calendar_256.04;precession_204.73;orbit_190.75;ecliptic_178.02;planet_176.12;cycle_172.25;julian calendar_163.78
bn:00004388n;Anode;anode_1947.28;cathode_1859.6;electron_920.53;electrode_867.18;tube_708.04;battery_692.48;diode_658.09;voltage_547.0;electrolyte_529.73;ion_440.13;fuel cell_433.98;current_363.12;cell_342.1;metal_277.89
bn:00004394n;Anointing;anoint_869.92;jesus_860.11;god_558.6;christian_530.13;coronation_472.66;church_448.88;christ_395.12;sacrament_394.2;chrism_334.13;baptism_333.09;holy spirit_301.88;orthodox_249.64;priest_241.17;bishop_240.75
bn:00004401n;Year;calendar_737.24;day_596.26;year_494.89;month_457.31;earth_365.88;sun_280.66;leap year_273.88;gregorian calendar_256.04;precession_204.73;orbit_190.75;ecliptic_178.02;planet_176.12;cycle_172.25;julian calendar_163.78
bn:00004411n;Anomie;social_518.85;society_270.1;sociology_228.81;durkheim_205.48;theory_183.81;anomie_180.78;individual_155.47;norm_135.04;merton_134.6;alienation_124.24;capital_120.68;deviance_104.02;sociological_97.92;deviant_97.41
bn:00004414n;Pseudonym;pseudonym_557.18;author_84.22;name_74.84;nickname_72.43;anonymity_66.44;pen name_63.68;pen_61.66;bachman_55.5;adopt_55.35;use_53.46;mononyms_46.81;stage name_42.9;pseudonymity_41.42;surname_39.54
bn:00004415n;Anonymity;anonymous_669.28;anonymity_382.53;user_299.58;google_275.27;internet_229.47;privacy_223.77;identity_204.09;information_188.01;4chan_148.67;online_140.97;disclosure_125.63;deindividuation_108.6;self-disclosure_91.14;disclose_89.55
bn:00004422n;Parka;jacket_350.14;parka_282.94;wear_253.53;wolf_227.6;inuit_193.09;fashion_117.97;clothing_112.95;anorak_109.12;hood_104.17;skinhead_95.63;fur_84.63;aleut_80.8;hoodie_69.58;kenny_67.95
bn:00004454n;Answer;defendant_200.71;demurrer_178.86;pleading_172.33;plea_164.64;complaint_160.14;court_130.07;corona_126.24;question_125.82;plaintiff_125.8;answer_116.15;rule_99.47;case_91.01;impeachment_83.04;plead_82.21
bn:00004456n;Respondent;respondent_128.91;court_70.69;video-casi_45.4;delphi_37.6;audio-casi_35.29;mandamus_35.11;mutual fund_33.82;real-time_27.24;casi_26.63;right_25.23;question_23.15;computer-assisted_22.97;decision_20.78;statute_18.97
bn:00004484n;Pangolin;lc_2732.51;genus_2724.95;lr\/lc_1704.71;pangolin_976.1;subfamily_856.48;specie_504.37;dd_459.37;vu_406.53;lr\/nt_404.71;mammal_398.41;lr\/cd_382.99;family_363.18;crocidura_351.2;ant_319.46
bn:00004485n;Anteater;genus_4008.78;lr\/lc_3290.55;lc_3245.11;subfamily_1133.9;anteater_710.5;dd_694.36;family_561.41;lr\/nt_528.68;mammal_439.09;vu_427.55;lr\/cd_417.65;specie_385.01;suborder_382.22;ant_345.9
bn:00004494n;Antediluvian;noah_179.86;bar_171.7;antediluvian_155.32;bc_127.62;earth_123.27;text_104.64;darwin_93.79;creationist_87.29;till_84.74;biblical_81.96;creation_76.52;flood_71.95;color_68.63;bible_65.65
bn:00004498n;Antelope;antelope_1024.05;horn_567.45;hartebeest_495.5;wildebeest_489.15;male_464.96;specie_387.35;herd_349.61;female_302.73;animal_288.69;waterbuck_271.42;cheetah_268.81;palmdale_246.52;oryx_239.18;bongo_204.31
bn:00004518n;Nostril;nostril_272.05;fish_269.79;nose_266.84;nasal_222.78;tetrapod_122.99;nasal cavity_118.78;bird_105.01;olfactory_89.34;jaw_85.88;nares_84.65;piercing_69.73;bone_69.63;beak_68.19;skull_61.01
bn:00004526n;Anthem;anthem_858.68;national anthem_243.78;sing_109.17;lyric_104.39;verse_98.83;song_96.35;music_90.86;choir_82.83;motet_77.95;composer_74.37;compline_65.91;organist_65.84;purcell_65.83;hymn_65.24
bn:00004527n;Hymn;hymn_2111.19;hymnal_333.16;tune_300.64;sing_242.34;stanza_109.96;doxology_104.86;god_103.92;christian_92.2;psalm_92.16;church_84.17;text_81.69;te deum_78.74;hymnody_76.56;paean_75.12
bn:00004553n;Anthology;anthology_734.97;miscellany_254.72;poetry_247.41;griswold_218.28;collection_123.2;short story_117.39;publication_102.87;poem_88.91;poet_71.92;storey_70.59;edit_66.24;poe_57.18;poets_55.73;literary_53.47
bn:00004566n;Anthracite;coal_3227.81;anthracite_903.44;mine_707.34;mining_369.68;plymouth_345.16;breaker_328.24;miner_288.26;anthracite coal_283.92;fuel_269.77;coal mine_166.34;bituminous coal_160.06;colliery_158.22;ton_140.91;pennsylvania_132.18
bn:00004568n;Anthrax;anthrax_1740.04;vaccine_534.63;bacterium_529.2;disease_417.29;ivins_383.51;spore_293.52;pasteur_251.71;infection_229.91;anthracis_180.49;smallpox_159.39;vaccination_150.54;bacterial_147.41;animal_139.86;toxin_134.3
bn:00004574n;Chervil;chervil_162.97;plant_129.32;herb_111.85;sauce_110.07;mayonnaise_97.88;salad_85.33;radish_76.85;cultigen_73.07;chive_70.86;cultivated plant_64.12;parsley_57.71;omelette_51.75;dish_44.71;cajun_43.03
bn:00004576n;Anthropocentrism;animal_424.14;human_416.64;environmental_274.78;earth_261.22;anthropocentrism_185.03;evolution_153.06;nature_152.74;mars_119.58;ecology_111.98;wallace_109.88;ethic_101.73;argue_101.38;personhood_100.75;transhumanist_84.46
bn:00004583n;Anthropologist;anthropology_828.94;anthropologist_482.41;sapir_333.84;leakey_284.53;lévi-strauss_213.88;anthropological_166.44;mead_143.69;morgan_141.2;broca_134.46;louis_122.59;culture_111.56;study_103.27;geertz_97.83;research_75.44
bn:00004584n;Anthropology;anthropology_2068.2;boas_710.32;anthropologist_692.8;culture_370.24;anthropological_339.71;study_292.66;ethnography_277.22;cultural_232.68;ethnographic_197.25;discipline_191.48;archaeology_162.76;human_160.88;society_159.84;cultural anthropology_151.69
bn:00004586n;Anthropometry;fingerprint_261.96;measurement_229.86;anthropometry_155.72;anthropometric_154.5;bmi_145.7;human_130.72;race_116.08;phrenology_109.2;height_98.99;measure_96.7;galton_88.23;ergonomics_85.69;racial_79.4;skull_72.76
bn:00004587n;Anthropomorphism;animal_890.06;human_558.96;anthropomorphic_457.19;deity_211.7;god_191.73;anthropomorphism_184.0;behavior_138.8;iconah_96.14;emotion_83.05;furry_80.95;example_80.8;character_77.24;bojack_65.67;dehumanization_65.52
bn:00004591n;Anthurium;philodendron_286.94;plant_165.34;anthurium_164.21;spadix_132.39;spathe_121.61;flower_109.66;orchid_98.19;genus_88.44;conservatory_60.97;pot_53.61;bract_51.94;araceae_49.82;specie_48.96;beetle_45.46
bn:00004600n;Anti-Catholicism;catholic_781.27;catholics_554.88;church_479.26;protestant_347.76;catholic church_320.6;pope_311.51;religious_197.52;bishop_194.96;anti-catholic_190.07;catholicism_179.63;anti-catholicism_170.93;orangeman_162.0;dei_161.72;priest_161.5
bn:00004606n;Anti-inflammatory;aspirin_1060.72;nsaids_837.65;cox-2_510.13;drug_445.62;paracetamol_429.22;ibuprofen_393.27;prostaglandin_376.7;pain_374.87;nsaid_330.62;risk_278.68;analgesic_262.27;celecoxib_256.19;anti-inflammatory_249.81;cox-1_244.57
bn:00004607n;Anti-intellectualism;relgis_168.36;intellectual_132.07;anti-intellectualism_116.15;sokal_81.73;science_72.59;said_69.5;hofstadter_64.2;populist_58.32;obscurantism_57.36;populism_57.28;fascist_55.7;fascism_51.64;plebeian_46.15;postmodernism_43.93
bn:00004622n;Tranquilizer;antipsychotics_300.23;benzodiazepine_176.05;drug_125.42;antipsychotic_115.72;effect_113.89;antipsychotic drug_93.28;tranquilizer_92.25;atypical_91.06;treatment_90.94;anxiolytic_86.21;sedative_76.29;hydroxyzine_67.79;psychosis_65.01;symptom_64.31
bn:00004629n;Antibody;antibody_3787.08;antigen_2205.15;cell_1665.65;protein_739.04;bind_526.2;immune system_364.52;molecule_322.24;immunoglobulin_311.11;chain_304.16;igg_299.7;receptor_294.55;immune response_290.37;pathogen_271.25;igm_239.62
bn:00004634n;Antichrist;antichrist_1038.94;jesus_1001.1;god_523.15;christ_413.06;prophecy_347.29;revelation_319.71;christian_316.79;messiah_314.64;tribulation_311.43;rapture_270.0;satan_223.57;luther_220.85;believe_171.02;beast_151.87
bn:00004643n;Anticoagulant;heparin_1005.67;anticoagulant_837.81;warfarin_785.88;blood_457.09;vitamin_408.6;thrombin_406.28;antithrombin_405.82;clot_396.02;drug_311.29;patient_303.66;thrombosis_292.9;coumarin_213.18;risk_208.25;factor_198.77
bn:00004645n;Anticonvulsant;benzodiazepine_1247.37;seizure_1226.78;epilepsy_1194.67;anticonvulsant_786.81;drug_775.09;primidone_457.67;diazepam_456.88;phenytoin_391.18;phenobarbital_379.81;nitrazepam_353.79;patient_353.29;effect_336.73;lorazepam_334.75;clonazepam_324.7
bn:00004647n;Antidepressant;antidepressant_1551.69;depression_938.32;treatment_883.11;ssris_804.26;patient_598.45;drug_567.45;fluoxetine_539.33;sertraline_455.99;symptom_436.82;effect_429.55;serotonin_405.01;ect_397.33;benzodiazepine_376.1;medication_371.06
bn:00004653n;Springbok;springbok_455.81;lion_311.39;spotted hyena_299.34;cheetah_274.82;south africa_269.07;hartebeest_261.98;hyena_220.44;springboks_207.47;karoo_190.65;wildebeest_186.46;namibia_163.67;south african_160.46;animal_134.51;male_129.28
bn:00004654n;Antidote;poison_378.88;poisoning_275.92;antidote_247.89;atropine_153.32;toxic_134.64;venom_122.67;fugu_115.64;toxin_113.12;ethylene glycol_93.17;poison ivy_82.05;treatment_78.77;poisonous_78.76;scorpion_71.78;cyanide_70.35
