"Reference","Sentence"
"en.wikipedia.org","<s> The impact of the capsule is immediately painful (a pepperball''s shell is thicker than a standard paintball and is fired at higher velocity), and it breaks open on impact, dispersing the capsaicin with similar effect to aerosol-delivered pepper spray. </s>"
"en.wikipedia.org","<s> Nothung later breaks Wotan''s spear, the symbol of his power, after which Wotan is no longer seen. </s>"
"en.wikipedia.org","<s> Bomba breaks down while describing how a barber friend of his came across his wife while cutting hair outside the gas chamber. </s>"
"en.wikipedia.org","<s> He breaks down as he recalls the prisoners starting to sing while being forced into the gas chamber. </s>"
"en.wikipedia.org","<s> Where as many Nu skool breaks tracks use the same elements but a different way and tends to use distorted heavy basslines with lots of glitch edits. </s>"
"en.wikipedia.org","<s> Brady then gave her reading material, and the pair spent their work lunch breaks reading aloud to one another from accounts of Nazi atrocities. </s>"
"en.wikipedia.org","<s> With Samson''s consent, they tie him with two new ropes and are about to hand him over to the Philistines when he breaks free. </s>"
"en.wikipedia.org","<s> If two masters simultaneously request the bus using the same BR line, a bus grant daisy-chain effectively breaks the tie by granting the bus to the module closest to the arbiter. </s>"
"en.wikipedia.org","<s> In some extreme financial events it can be impossible to determine losses, either because market prices are unavailable or because the loss-bearing institution breaks up. </s>"
"en.wikipedia.org","<s> Risk managers typically assume that some fraction of the bad events will have undefined losses, either because markets are closed or illiquid, or because the entity bearing the loss breaks apart or loses the ability to compute accounts. </s>"
"en.wikipedia.org","<s> Losses can also be hard to define if the risk-bearing institution fails or breaks up. </s>"
"en.wikipedia.org","<s> After Wayne admits that he was spying on her, Cassandra breaks off the relationship and hastily gets engaged to Bobby on the rebound. </s>"
"en.wikipedia.org","<s> The diversity in production better utilizes the grass, breaks pathogen cycles, and creates multiple income streams. </s>"
"en.wikipedia.org","<s> The UN and G20 has began contingency planning so as to be ready to intervene if a third global crisis breaks out. </s>"
"en.wikipedia.org","<s> Griffin described the album in 1998 as ""guitar driven ... rhythmic."" Likewise, Tom Drummond described the band''s thinking on its third major album, ""We thought the third album was a very important record, because generally a band either makes or breaks on the third record. </s>"
"en.wikipedia.org","<s> The liver detoxifies and breaks down chemicals, poisons and other toxins that enter the body. </s>"
"en.wikipedia.org","<s> When his voice suddenly breaks , he starts whistling instead, but is unhappy and wants to go home. </s>"
"en.wikipedia.org","<s> Surprised by the bitterness in his voice, Lavinia desperately flings herself into his arms crying, ""Take me, Adam!"" Then, horrified, by what she has become, Lavinia quickly breaks off their engagement and orders Peter home. </s>"
"en.wikipedia.org","<s> A Noetherian module is a module in which every strictly ascending chain of submodules breaks off after a finite number. </s>"
"en.wikipedia.org","<s> A Noetherian space is a topological space in which every strictly increasing chain of open subspaces breaks off after a finite number of terms; this definition is made so that the spectrum of a Noetherian ring is a Noetherian topological space. </s>"
"en.wikipedia.org","<s> The ride through the dreary tunnel with the dark waters of the canal beneath us, and an insecure chalk roof above our heads, enlivened as it is by occasional shrieks from the engine''s vaporous lungs, and the unceasing rattle of the train, is apt to make one feel somewhat nervous; and the first glimpse of bright daylight that breaks upon us, relieves us from a natural anxiety as to the chances we run of being crushed by the fall of some twenty tons of chalk from above, or being precipitated into twenty feet of water beneath, with the doors of the carriages locked and no ""Nautilus belt"" around our waists and not even a child''s caul in our pocket. </s>"
"en.wikipedia.org","<s> This relief is however temporary, for the light only breaks in through a gap in the tunnel, and some more experienced traveller informs us we are only half out of it. </s>"
"en.wikipedia.org","<s> After being introduced to the antiques expert, they look at a vase but Roger breaks one of its handles off. </s>"
"en.wikipedia.org","<s> However, Roger breaks the door down and scares her to death. </s>"
"en.wikipedia.org","<s> Then he breaks one of Brucie''s drivers while taking his shot. </s>"
"en.wikipedia.org","<s> Nova escapes her guard and runs to the cell, screaming her first word: ""Taylor!"" This breaks Ongaro''s concentration, freeing Brent and Taylor from his control. </s>"
"en.wikipedia.org","<s> Numerous fire departments around the U.S./Canadian Great Lakes operate hovercraft for water and ice rescues, often of ice fisherman stranded when ice breaks off from shore. </s>"
"en.wikipedia.org","<s> He and his wife have nothing to show for their experience except a repaired cabinet – which Castle accidentally breaks again as he sweeps up – and a changed perspective on life. </s>"
"en.wikipedia.org","<s> Cut to the last day of school, where the same young student who claims to have seen Michel breaks another window with the same slingshot. </s>"
"en.wikipedia.org","<s> When Don and Pat Carter''s automobile breaks down in Ridgeview, Ohio, they decide to have lunch at the Busy Bee Cafe while they wait. </s>"
"en.wikipedia.org","<s> Not only does this exacerbate the issue of knowing exactly what is in an MXF file without specialized tools, but it breaks the functionality of standard desktop computer techniques which are generally used to manipulate data on a level as fundamental as moving, copying, renaming, and deleting. </s>"
"en.wikipedia.org","<s> Using a randomly generated filename is uninformative to the user, but changing the name breaks the loose database structure between files. </s>"
"en.wikipedia.org","<s> He decides to return to Scotland, but as he is leaving, he breaks down and says he does not want to die alone. </s>"
"en.wikipedia.org","<s> Subsequently, ravaged by his conscience over the fate of his fellow Marines, Thomas breaks down and abjectly apologizes for his dereliction of duty. </s>"
"en.wikipedia.org","<s> In the end, while talking of Iwo Jima, Cognito breaks down in tears and leaves the stage, blubbering about how ""...John Wayne gets shot."" </s>"
"en.wikipedia.org","<s> Marcus then breaks free of his bonds, leaps into the arena, frees Lycia with the help of his loyal troops from his legion, and announces that General Galba is at that moment marching on Rome, intent on replacing Nero. </s>"
"en.wikipedia.org","<s> This hundred-line poem tells the tale of a boat that breaks free of human society when its handlers are killed by ""Redskins"" (""Peaux-Rouges""). </s>"
"en.wikipedia.org","<s> Both Palmer and Burn comment on a sinister vein that sometimes breaks out in Bliss''s music, in passages such as the Interlude ""Through the valley of the shadow of Death"" in ""The Meditations on a Theme of John Blow"", and the orchestral introduction to ""The Beatitudes"". </s>"
"en.wikipedia.org","<s> After the sixth round Griffith''s trainer, Gil Clancy, later said he told him, ""when you go inside I want you to keep punching until Paret holds you or the referee breaks you! </s>"
"en.wikipedia.org","<s> His search leaves him with a reduced sensitivity: right after being confronted with his father''s death, Anicet breaks out in tears only after sitting through an entire dinner. </s>"
"en.wikipedia.org","<s> Tre arrives late to Brandi''s house and breaks down crying. </s>"
"en.wikipedia.org","<s> Furious and humiliated, Mary breaks off their engagement. </s>"
"en.wikipedia.org","<s> As such, when in costume, some cosplayers will often seek to adopt the affect, mannerisms and body language of the characters they portray (with ""out of character"" breaks ). </s>"
"en.wikipedia.org","<s> As police escort him to the local court, Christmas breaks free and runs to Hightower''s house. </s>"
"en.wikipedia.org","<s> Angered by his hypocrisy and aghast at being offered marriage as ""a bad-conduct prize"", Harriet breaks off the relationship. </s>"
"en.wikipedia.org","<s> The softer Greensand Ridge which is parallel to the south breaks up in the middle of the borough, forming the Redhill basin and various mounds around Reigate before continuing in both directions at higher elevations, see the Greensand Way. </s>"
"en.wikipedia.org","<s> On 1 July ""The Times"" ran an editorial entitled ""Who breaks a butterfly on a wheel?"", portraying Jagger''s sentence as persecution, and public sentiment against the convictions increased. </s>"
"en.wikipedia.org","<s> In contrast to carbon fiber, glass can undergo more elongation before it breaks . </s>"
"en.wikipedia.org","<s> In 1969, Van Dyke and Moore reunited for a one-hour variety special called ""Dick Van Dyke and the Other Woman"" which included a never before seen alternative take from one of the show''s episodes in which Van Dyke breaks down and cries after being dismissed from a film role instead of just being disappointed. </s>"
